genes,reaction,geneKO,maxATPafterKO,growthAcrossCond,closeness,degree,betweenness,pagerank,reversible,Vmin,Vmax,PFBAflux,kcat,MW,Acetyl,Phos
SLC29A3,ADEtl,1,0.3889356,1,6.93942E-05,5,0,6.16652E-05,1,0,0,0,4.523561956,51815,0,0
SLC29A3,ADNtl,1,0.3889356,1,8.50766E-05,12,230.6870216,6.655E-05,1,0,0,0,4.523561956,51815,0,0
SLC29A3,CYTDtl,1,0.3889356,1,8.50022E-05,9,198.4739506,8.01188E-05,1,0,0,0,4.523561956,51815,0,0
SLC29A3,GSNtl,1,0.3889356,1,7.87217E-05,7,231.7250933,7.35799E-05,1,0,0,0,4.523561956,51815,0,0
SLC29A3,HXANtl,1,0.3889356,1,6.96116E-05,5,0,8.19526E-05,1,0,0,0,4.523561956,51815,0,0
SLC29A3,INStl,1,0.3889356,1,8.15529E-05,7,0,6.92781E-05,1,0,0,0,4.523561956,51815,0,0
SLC29A3,THYMDtl,1,0.3889356,1,8.47614E-05,8,202.9323164,7.00912E-05,1,0,0,0,4.523561956,51815,0,0
SLC29A3,Uritl,1,0.3889356,1,8.52631E-05,10,206.974592,7.72774E-05,1,0,0,0,4.523561956,51815,0,0
SLC2A1,DHAAt1r,1,0.3889356,1,8.06983E-05,6,0.794665784,5.39959E-05,1,0,0,0,4.523561956,54084,0,1
SLC2A1,GALt1r,1,0.3889356,1,8.14505E-05,7,10.91530298,5.62643E-05,1,-100,100,0,4.523561956,54084,0,1
SLC2A1,GAMt1r,1,0.3889356,1,7.83095E-05,1,0,4.53402E-05,1,0,0,0,4.523561956,54084,0,1
SLC2A1,GLCt1r,1,0.3889356,1,8.37754E-05,26,50.1514394,0.000102321,1,-100,100,0,4.523561956,54084,0,1
SLC2A1,GLCtg,1,0.3889356,1,8.6323E-05,17,110.761822,6.70232E-05,1,0,0,0,4.523561956,54084,0,1
SLC2A1,MANt1r,1,0.3889356,1,8.29179E-05,6,0,7.5095E-05,1,-100,100,0,4.523561956,54084,0,1
SLC2A10,GALt1r,1,0.3889356,1,8.14505E-05,7,10.91530298,5.62643E-05,1,-100,100,0,4.523561956,56911,0,0
SLC2A10,GLCt1r,1,0.3889356,1,8.37754E-05,26,50.1514394,0.000102321,1,-100,100,0,4.523561956,56911,0,0
SLC2A11,FRUt1r,1,0.3889356,1,8.02321E-05,5,1.758465552,5.1725E-05,1,-100,100,0,4.523561956,53703,0,0
SLC2A11,GLCt1r,1,0.3889356,1,8.37754E-05,26,50.1514394,0.000102321,1,-100,100,0,4.523561956,53703,0,0
SLC2A12,GLCt1r,1,0.3889356,1,8.37754E-05,26,50.1514394,0.000102321,1,-100,100,0,4.523561956,66966,0,0
SLC2A13,INSTt2r,1,0.3889356,1,0.000114244,650,1596.585017,0.0004607,1,-100,100,-0.01,4.523561956,70371,0,0
SLC2A14,GLCt1r,1,0.3889356,1,8.37754E-05,26,50.1514394,0.000102321,1,-100,100,0,4.523561956,56320,0,0
SLC2A2,FRUt1r,1,0.3889356,1,8.02321E-05,5,1.758465552,5.1725E-05,1,-100,100,0,4.523561956,57490,0,0
SLC2A2,GALt1r,1,0.3889356,1,8.14505E-05,7,10.91530298,5.62643E-05,1,-100,100,0,4.523561956,57490,0,0
SLC2A2,GAMt1r,1,0.3889356,1,7.83095E-05,1,0,4.53402E-05,1,0,0,0,4.523561956,57490,0,0
SLC2A2,GLCt1r,1,0.3889356,1,8.37754E-05,26,50.1514394,0.000102321,1,-100,100,0,4.523561956,57490,0,0
SLC2A2,MANt1r,1,0.3889356,1,8.29179E-05,6,0,7.5095E-05,1,-100,100,0,4.523561956,57490,0,0
SLC2A3,DHAAt1r,1,0.3889356,1,8.06983E-05,6,0.794665784,5.39959E-05,1,0,0,0,4.523561956,53924,0,0
SLC2A3,GALt1r,1,0.3889356,1,8.14505E-05,7,10.91530298,5.62643E-05,1,-100,100,0,4.523561956,53924,0,0
SLC2A3,GLCt1r,1,0.3889356,1,8.37754E-05,26,50.1514394,0.000102321,1,-100,100,0,4.523561956,53924,0,0
SLC2A3,MALTt1r,1,0.3889356,1,7.26956E-05,6,1.4770291,6.05227E-05,1,0,0,0,4.523561956,53924,0,0
SLC2A3,MANt1r,1,0.3889356,1,8.29179E-05,6,0,7.5095E-05,1,-100,100,0,4.523561956,53924,0,0
SLC2A3,XYLt,1,0.3889356,1,5.0521E-05,1,0,6.9894E-05,1,0,0,0,4.523561956,53924,0,0
SLC2A4,DHAAt1r,1,0.3889356,1,8.06983E-05,6,0.794665784,5.39959E-05,1,0,0,0,4.523561956,54787,0,0
SLC2A4,GAMt1r,1,0.3889356,1,7.83095E-05,1,0,4.53402E-05,1,0,0,0,4.523561956,54787,0,0
SLC2A4,GLCt1r,1,0.3889356,1,8.37754E-05,26,50.1514394,0.000102321,1,-100,100,0,4.523561956,54787,0,0
SLC2A5,FRUt1r,1,0.3889356,1,8.02321E-05,5,1.758465552,5.1725E-05,1,-100,100,0,4.523561956,54974,0,0
SLC2A6,GLCt1r,1,0.3889356,1,8.37754E-05,26,50.1514394,0.000102321,1,-100,100,0,4.523561956,54539,0,0
SLC2A7,FRUt1r,1,0.3889356,1,8.02321E-05,5,1.758465552,5.1725E-05,1,-100,100,0,4.523561956,55728,0,0
SLC2A7,GLCt1r,1,0.3889356,1,8.37754E-05,26,50.1514394,0.000102321,1,-100,100,0,4.523561956,55728,0,0
SLC2A8,FRUt1r,1,0.3889356,1,8.02321E-05,5,1.758465552,5.1725E-05,1,-100,100,0,4.523561956,50819,0,0
SLC2A8,GALt1r,1,0.3889356,1,8.14505E-05,7,10.91530298,5.62643E-05,1,-100,100,0,4.523561956,50819,0,0
SLC2A8,GLCt1r,1,0.3889356,1,8.37754E-05,26,50.1514394,0.000102321,1,-100,100,0,4.523561956,50819,0,0
SLC32A1,BALAVECSEC,1,0.3889356,0.988372093,0.000125023,895,4663.513193,0.000626538,0,0,0,0,4.523561956,57415,0,0
SLC32A1,GABAVESSEC,1,0.3889356,0.988372093,0.000125043,896,4824.299526,0.000628296,0,-66.66666667,66.66666667,0,4.523561956,57415,0,0
SLC32A1,GLYVESSEC,1,0.3889356,0.988372093,0.000125467,908,8738.384311,0.000659774,0,-100,100,-0.05,4.523561956,57415,0,0
SLC33A1,ACCOAgt,1,0.3889356,1,8.55351E-05,27,4342.463984,0.000126878,1,0,0,0,4.523561956,60909,0,0
SLC33A1,ACCOAtr,1,0.3889356,1,8.55821E-05,26,614.8436708,9.29369E-05,1,0,0,0,4.523561956,60909,0,0
SLC33A1,GAO1,1,0.3889356,1,9.10312E-05,136,6349.571462,0.000319283,0,0,0,0,4.523561956,60909,0,0
SLC33A1,GAO1g,1,0.3889356,1,6.73453E-05,6,397.2570904,0.00011784,0,0,0,0,4.523561956,60909,0,0
SLC33A1,GAO2,1,0.3889356,1,9.10312E-05,136,6360.372662,0.000321367,0,0,0,0,4.523561956,60909,0,0
SLC33A1,GAO2g,1,0.3889356,1,6.73394E-05,5,371.3285736,0.000113982,0,0,0,0,4.523561956,60909,0,0
SLC34A1,PIt7,1,0.3889356,1,0.000101829,321,4164.384779,0.000417798,1,-100,100,0,4.523561956,68937,0,0
SLC34A2,PIt7,1,0.3889356,1,0.000101829,321,4164.384779,0.000417798,1,-100,100,0,4.523561956,75759,0,0
SLC34A3,PIt9,1,0.3889356,1,0.000101829,321,4164.384779,0.000417798,1,-100,100,0.119018511,4.523561956,63550,0,0
SLC35A1,CMPACNAtg,1,0.3889356,1,8.6795E-05,52,5292.463779,0.000139076,1,0,0,0,4.523561956,36779,0,0
SLC35A2,UDPGALtg,1,0.3889356,1,8.75473E-05,79,7311.289481,0.000191463,1,0,0,0,4.523561956,41307,0,0
SLC35A2,UGALNACtg,1,0.3889356,1,8.71549E-05,42,2656.705509,0.000148585,1,0,0,0,4.523561956,41307,0,0
SLC35A3,UDPGLCtg,1,0.3889356,1,8.69795E-05,32,215.7977637,0.000132181,1,0,0,0,4.523561956,35985,0,0
SLC35B2,PAPStg,1,0.3889356,1,8.5989E-05,55,604.9519363,0.000107574,1,0,0,0,4.523561956,47515,0,0
SLC35B4,UDPGLCtg,1,0.3889356,1,8.69795E-05,32,215.7977637,0.000132181,1,0,0,0,4.523561956,37424,0,0
SLC35B4,UDPXYLtg,1,0.3889356,1,8.66693E-05,25,172.2300048,0.000113695,1,0,0,0,4.523561956,37424,0,0
SLC35C1,GDPFUCtg,1,0.3889356,1,8.64189E-05,34,1084.986657,9.43475E-05,1,0,0,0,4.523561956,39809,0,0
SLC35D1,UDPGLCAter,1,0.3889356,1,8.71549E-05,39,26936.35323,0.000264262,1,0,0,0,4.523561956,39240,0,0
SLC35D1,UGALNACter,1,0.3889356,1,8.69697E-05,27,384.7684974,0.000128738,1,0,0,0,4.523561956,39240,0,0
SLC35D2,UDPGLCtg,1,0.3889356,1,8.69795E-05,32,215.7977637,0.000132181,1,0,0,0,4.523561956,36673,0,0
SLC35D2,UGLCNACtg,1,0.3889356,1,8.74096E-05,76,5494.120875,0.000178546,1,0,0,0,4.523561956,36673,0,0
SLC36A1,ABUTt2r,1,0.388935603,1,0.000114193,647,1918.902355,0.000463986,1,-100,100,0,4.523561956,53076,0,0
SLC36A1,ABUTt2rL,1,0.388935603,1,0.00011694,699,24713.84258,0.0005192,1,0,0,0,4.523561956,53076,0,0
SLC36A1,ALAt2r,1,0.388935603,1,0.000114462,663,3037.20137,0.000490275,1,-100,100,0,4.523561956,53076,0,0
SLC36A1,ALAt2rL,1,0.388935603,1,0.000117222,715,28950.56105,0.000545491,1,0,0,0,4.523561956,53076,0,0
SLC36A1,DALAt2r,1,0.388935603,1,0.000114227,649,3455.337275,0.000474946,1,-100,100,0,4.523561956,53076,0,0
SLC36A1,DALAt2rL,1,0.388935603,1,0.000116976,701,26386.52883,0.000530162,1,0,0,0,4.523561956,53076,0,0
SLC36A1,GLYt2r,1,0.388935603,1,0.000114665,663,4446.816121,0.000498244,1,-100,100,0,4.523561956,53076,0,0
SLC36A1,GLYt2rL,1,0.388935603,1,0.000117417,714,29165.8578,0.000550376,1,0,0,0,4.523561956,53076,0,0
SLC36A1,PRODt2r,1,0.388935603,1,0.00011416,645,1403.21321,0.000455616,1,0,0,0,4.523561956,53076,0,0
SLC36A1,PRODt2rL,1,0.388935603,1,0.000116905,697,23787.13679,0.000510829,1,0,0,0,4.523561956,53076,0,0
SLC36A1,PROt2r,1,0.388935603,1,0.00011421,648,1974.884474,0.000462975,1,-100,100,0,4.523561956,53076,0,0
SLC36A1,PROt2rL,1,0.388935603,1,0.000116958,700,25008.58677,0.000518189,1,0,0,0,4.523561956,53076,0,0
SLC37A4,G6Pter,1,0.3889356,1,8.09756E-05,10,253.9156268,8.0586E-05,1,0,900,0,4.523561956,46360,0,0
SLC38A1,ALAt4,1,0.3889356,1,9.21638E-05,151,199.4757206,0.000292837,0,-100,100,0,4.523561956,54048,0,0
SLC38A1,ASNt4,1,0.3889356,1,9.13198E-05,140,48.75848447,0.00027827,0,-100,100,0,4.523561956,54048,0,0
SLC38A1,GLNt4,1,0.3889356,1,9.22731E-05,156,235.4305247,0.000301572,0,-100,100,0,4.523561956,54048,0,0
SLC38A1,GLYt4,1,0.3889356,1,9.29347E-05,160,866.6090989,0.000314716,0,-100,100,0,4.523561956,54048,0,0
SLC38A1,LEUt4,1,0.3889356,1,9.10738E-05,142,2726.681031,0.00032619,0,-100,100,0.05,4.523561956,54048,0,0
SLC38A1,METt4,1,0.3889356,1,9.15024E-05,145,674.3666454,0.000309951,0,-100,100,0.05,4.523561956,54048,0,0
SLC38A1,PHEt4,1,0.3889356,1,9.14379E-05,142,449.4621879,0.000289017,0,-99.95,100,0.05,4.523561956,54048,0,0
SLC38A1,PROt4,1,0.3889356,1,9.24157E-05,145,220.3252395,0.00028084,0,-100,100,0,4.523561956,54048,0,0
SLC38A1,SERt4,1,0.3889356,1,9.21857E-05,150,221.9224331,0.000299129,0,-100,100,0,4.523561956,54048,0,0
SLC38A1,THRt4,1,0.3889356,1,9.10738E-05,142,63.30901999,0.000280833,0,-100,100,0,4.523561956,54048,0,0
SLC38A2,ALAt4,1,0.3889356,1,9.21638E-05,151,199.4757206,0.000292837,0,-100,100,0,4.523561956,56026,0,0
SLC38A2,ASNt4,1,0.3889356,1,9.13198E-05,140,48.75848447,0.00027827,0,-100,100,0,4.523561956,56026,0,0
SLC38A2,GLNt4,1,0.3889356,1,9.22731E-05,156,235.4305247,0.000301572,0,-100,100,0,4.523561956,56026,0,0
SLC38A2,GLYt4,1,0.3889356,1,9.29347E-05,160,866.6090989,0.000314716,0,-100,100,0,4.523561956,56026,0,0
SLC38A2,HISt4,1,0.3889356,1,9.12448E-05,142,232.2427733,0.000285157,0,-99.95,100,0,4.523561956,56026,0,0
SLC38A2,METt4,1,0.3889356,1,9.15024E-05,145,674.3666454,0.000309951,0,-100,100,0.05,4.523561956,56026,0,0
SLC38A2,PHEt4,1,0.3889356,1,9.14379E-05,142,449.4621879,0.000289017,0,-99.95,100,0.05,4.523561956,56026,0,0
SLC38A2,PROt4,1,0.3889356,1,9.24157E-05,145,220.3252395,0.00028084,0,-100,100,0,4.523561956,56026,0,0
SLC38A2,SERt4,1,0.3889356,1,9.21857E-05,150,221.9224331,0.000299129,0,-100,100,0,4.523561956,56026,0,0
SLC38A2,THRt4,1,0.3889356,1,9.10738E-05,142,63.30901999,0.000280833,0,-100,100,0,4.523561956,56026,0,0
SLC38A3,ALAtN1,1,0.3889356,1,0.000116747,776,13055.08764,0.000691023,1,-100,100,0.05,4.523561956,55773,0,0
SLC38A3,ASNtN1,1,0.3889356,1,0.000116642,770,12879.56534,0.000679161,1,-100,100,0.05,4.523561956,55773,0,0
SLC38A3,GLNtN1,1,0.3889356,1,0.000116817,779,13572.90341,0.000697862,1,-100,100,0.5,4.523561956,55773,0,0
SLC38A3,HIStN1,1,0.3889356,1,0.000116677,772,13432.23116,0.000686165,1,-99.95,100,0.05,4.523561956,55773,0,0
SLC38A4,ALAt4,1,0.3889356,1,9.21638E-05,151,199.4757206,0.000292837,0,-100,100,0,4.523561956,60764,0,0
SLC38A4,ARGtiDF,1,0.3889356,1,8.43386E-05,7,0,6.54519E-05,0,-100,100,0,4.523561956,60764,0,0
SLC38A4,ASNt4,1,0.3889356,1,9.13198E-05,140,48.75848447,0.00027827,0,-100,100,0,4.523561956,60764,0,0
SLC38A4,GLNt4,1,0.3889356,1,9.22731E-05,156,235.4305247,0.000301572,0,-100,100,0,4.523561956,60764,0,0
SLC38A4,GLYt4,1,0.3889356,1,9.29347E-05,160,866.6090989,0.000314716,0,-100,100,0,4.523561956,60764,0,0
SLC38A4,HIStiDF,1,0.3889356,1,8.15187E-05,5,0,4.99477E-05,0,0,0,0,4.523561956,60764,0,0
SLC38A4,LEUt4,1,0.3889356,1,9.10738E-05,142,2726.681031,0.00032619,0,-100,100,0.05,4.523561956,60764,0,0
SLC38A4,LYStiDF,1,0.3889356,1,8.42655E-05,9,9.529180096,7.9685E-05,0,-100,100,0,4.523561956,60764,0,0
SLC38A4,PHEt4,1,0.3889356,1,9.14379E-05,142,449.4621879,0.000289017,0,-99.95,100,0.05,4.523561956,60764,0,0
SLC38A4,PROt4,1,0.3889356,1,9.24157E-05,145,220.3252395,0.00028084,0,-100,100,0,4.523561956,60764,0,0
SLC38A4,SERt4,1,0.3889356,1,9.21857E-05,150,221.9224331,0.000299129,0,-100,100,0,4.523561956,60764,0,0
SLC38A5,ALAtN1,1,0.388935603,1,0.000116747,776,13055.08764,0.000691023,1,-100,100,0.05,4.523561956,51457,0,0
SLC38A5,ASNtN1,1,0.388935603,1,0.000116642,770,12879.56534,0.000679161,1,-100,100,0.05,4.523561956,51457,0,0
SLC38A5,GLNtN1,1,0.388935603,1,0.000116817,779,13572.90341,0.000697862,1,-100,100,0.5,4.523561956,51457,0,0
SLC38A5,SERtN1,1,0.388935603,1,0.000116817,780,14164.2469,0.000699955,1,-100,100,0.05,4.523561956,51457,0,0
SLC3A1,AMY1e,1,0.3889356,1,8.25308E-05,57,72.49359136,0.00021136,0,0,0,0,4.523561956,78852,0,0
SLC3A1,AMY2e,1,0.3889356,1,8.25308E-05,57,72.49359136,0.00021136,0,0,0,0,4.523561956,78852,0,0
SLC3A1,CYSTSERex,1,0.3889356,1,8.5338E-05,27,14.71486997,9.48247E-05,0,-100,100,0,4.523561956,78852,0,0
SLC3A1,SERLYSNaex,1,0.3889356,1,9.49659E-05,158,1072.612693,0.000338904,0,-100,100,0,4.523561956,78852,0,0
SLC3A2,ALADGLNexR,1,0.3889356,1,8.70671E-05,34,87.32661239,0.00010673,1,-100,100,0,4.523561956,67994,0,0
SLC3A2,ALADGLYexR,1,0.3889356,1,8.59985E-05,29,75.86032505,0.000105071,1,-100,100,0,4.523561956,67994,0,0
SLC3A2,ALAGLNexR,1,0.3889356,1,8.73801E-05,51,40.54148176,0.000123108,1,-100,100,0,4.523561956,67994,0,0
SLC3A2,ALAGLYexR,1,0.3889356,1,8.64574E-05,48,115.5959063,0.000125449,1,-100,100,0,4.523561956,67994,0,0
SLC3A2,AMY1e,1,0.3889356,1,8.25308E-05,57,72.49359136,0.00021136,0,0,0,0,4.523561956,67994,0,0
SLC3A2,AMY2e,1,0.3889356,1,8.25308E-05,57,72.49359136,0.00021136,0,0,0,0,4.523561956,67994,0,0
SLC3A2,ARGLYSex,1,0.3889356,1,8.50208E-05,16,47.2678919,0.00010501,0,-100,100,0,4.523561956,67994,0,0
SLC3A2,CYSGLUexR,1,0.3889356,1,8.72233E-05,50,44.49307771,0.000125502,1,-100,100,0,4.523561956,67994,0,0
SLC3A2,CYSGLYex,1,0.3889356,1,8.70281E-05,44,78.99374872,0.000121397,0,-100,100,0,4.523561956,67994,0,0
SLC3A2,CYSGLYexR,1,0.3889356,1,8.70281E-05,44,78.99374872,0.000121397,1,-100,100,-0.05,4.523561956,67994,0,0
SLC3A2,CYSTGLUex,1,0.3889356,1,8.8655E-05,58,510.3412464,0.000143005,0,-100,100,0,4.523561956,67994,0,0
SLC3A2,LEUt4,1,0.3889356,1,9.10738E-05,142,2726.681031,0.00032619,0,-100,100,0.05,4.523561956,67994,0,0
SLC3A2,METLEUex,1,0.3889356,1,8.35773E-05,11,236.8487522,0.000115566,0,-100,100,0,4.523561956,67994,0,0
SLC3A2,SERDGLNexR,1,0.3889356,1,8.61986E-05,30,11.03902085,9.28594E-05,1,-100,100,0,4.523561956,67994,0,0
SLC3A2,SERDGLYexR,1,0.3889356,1,8.5951E-05,25,20.95934156,9.10662E-05,1,-100,100,0,4.523561956,67994,0,0
SLC3A2,SERGLNexR,1,0.3889356,1,8.70671E-05,51,48.50265031,0.000131488,1,-100,100,0,4.523561956,67994,0,0
SLC3A2,SERGLYexR,1,0.3889356,1,8.78241E-05,47,121.2241228,0.000133057,1,-100,100,0,4.523561956,67994,0,0
SLC3A2,THRGLNexR,1,0.3889356,1,8.63039E-05,41,17.85872598,0.0001101,1,-100,100,0,4.523561956,67994,0,0
SLC3A2,THRGLYexR,1,0.3889356,1,8.61509E-05,38,77.50218728,0.000112309,1,-100,100,0.05,4.523561956,67994,0,0
SLC43A1,ILEtec,1,0.3889356,1,6.82614E-05,3,0,7.00331E-05,1,-99.95,100,0,4.523561956,61477,0,0
SLC43A1,LEUtec,1,0.3889356,1,6.83694E-05,4,0,7.92701E-05,1,-100,100,0,4.523561956,61477,0,0
SLC43A1,METtec,1,0.3889356,1,8.35324E-05,7,0,7.23038E-05,1,-100,100,0,4.523561956,61477,0,0
SLC43A1,VALtec,1,0.3889356,1,6.82614E-05,3,0,7.00331E-05,1,-99.95,100,0,4.523561956,61477,0,0
SLC43A2,CYStec,1,0.3889356,1,8.48353E-05,23,1.60479699,8.2792E-05,1,-100,100,0,4.523561956,62747,0,0
SLC43A2,ILEtec,1,0.3889356,1,6.82614E-05,3,0,7.00331E-05,1,-99.95,100,0,4.523561956,62747,0,0
SLC43A2,LEUtec,1,0.3889356,1,6.83694E-05,4,0,7.92701E-05,1,-100,100,0,4.523561956,62747,0,0
SLC43A2,METtec,1,0.3889356,1,8.35324E-05,7,0,7.23038E-05,1,-100,100,0,4.523561956,62747,0,0
SLC43A2,PHEtec,1,0.3889356,1,7.89134E-05,4,0,5.06075E-05,1,-99.95,100,0,4.523561956,62747,0,0
SLC43A2,VALtec,1,0.3889356,1,6.82614E-05,3,0,7.00331E-05,1,-99.95,100,0,4.523561956,62747,0,0
SLC46A1,PHEMEt,1,0.3889356,1,8.03233E-05,2,0,7.65025E-05,0,0,0,0,4.523561956,49771,0,0
SLC4A1,HCO3_CLt,1,0.3889356,1,8.46322E-05,39,87.47530837,0.000230914,1,-100,100,0,4.523561956,101792,0,0
SLC4A10,NAHCO3_HCLt,1,0.3889356,1,0.000117169,797,26666.69258,0.000847308,1,-100,100,0,4.523561956,125946,0,0
SLC4A2,HCO3_CLt,1,0.3889356,1,8.46322E-05,39,87.47530837,0.000230914,1,-100,100,0,4.523561956,137009,0,0
SLC4A4,2HCO3_NAt,1,0.388935604,1,9.15994E-05,161,1260.85629,0.000405665,1,-100,100,0,4.523561956,121461,0,0
SLC4A4,3HCO3_NAt,1,0.388935604,1,9.15994E-05,161,1260.85629,0.000405665,1,-100,100,-0.013516184,4.523561956,121461,0,0
SLC4A7,HCO3_NAt,1,0.3889356,1,9.15994E-05,161,1260.85629,0.000405665,1,-100,100,0,4.523561956,136044,0,0
SLC4A8,NAHCO3_HCLt,1,0.3889356,1,0.000117169,797,26666.69258,0.000847308,1,-100,100,0,4.523561956,122938,0,0
SLC4A9,HCO3_CLt,1,0.3889356,1,8.46322E-05,39,87.47530837,0.000230914,1,-100,100,0,4.523561956,108248,0,0
SLC5A1,GALt2_2,1,0.388935602,0.860465116,0.000114682,650,4333.346701,0.000472832,1,-100,100,0,4.523561956,73498,0,0
SLC5A1,GALt4_2,1,0.388935602,0.860465116,9.16426E-05,144,752.7734084,0.000288843,1,-100,100,0,4.523561956,73498,0,0
SLC5A1,GLCt2_2,1,0.388935602,0.860465116,0.0001148,667,12394.50288,0.000513986,1,-100,100,0,4.523561956,73498,0,0
SLC5A1,GLCt4_2,1,0.388935602,0.860465116,9.18156E-05,163,2181.846936,0.000331128,1,-100,100,4.487718343,4.523561956,73498,0,0
SLC5A1,H2Ot,1,0.388935602,0.860465116,0.000104835,453,20196.98993,0.000439967,1,-100,100,-5.285596697,4.523561956,73498,0,0
SLC5A1,NAt,1,0.388935602,0.860465116,9.10205E-05,138,0,0.000273488,1,-100,100,0,4.523561956,73498,0,0
SLC5A1,UREAt,1,0.388935602,0.860465116,7.32226E-05,3,0,6.06916E-05,1,-100,99.94104156,0,4.523561956,73498,0,0
SLC5A1,UREAt5,1,0.388935602,0.860465116,0.000104863,455,23197.83644,0.000474976,1,-100,99.94104156,-0.058958442,4.523561956,73498,0,0
SLC5A10,GLCt4,1,0.3889356,1,9.18156E-05,163,2181.846936,0.000331128,1,-100,100,0,4.523561956,64342,0,0
SLC5A11,INSTt4_2,1,0.3889356,1,9.14701E-05,144,60.47775762,0.000276967,1,-100,100,0.013483096,4.523561956,74036,0,0
SLC5A12,GLCt4,1,0.3889356,1,9.18156E-05,163,2181.846936,0.000331128,1,-100,100,0,4.523561956,67647,0,0
SLC5A2,GLCt2r,1,0.3889356,1,0.0001148,667,12394.50288,0.000513986,1,-100,100,0,4.523561956,72897,0,0
SLC5A2,GLCt4,1,0.3889356,1,9.18156E-05,163,2181.846936,0.000331128,1,-100,100,0,4.523561956,72897,0,0
SLC5A3,GLCt4,1,0.388935602,1,9.18156E-05,163,2181.846936,0.000331128,1,-100,100,0,4.523561956,79694,0,0
SLC5A3,INSTt4,1,0.388935602,1,9.14701E-05,144,60.47775762,0.000276967,1,-100,100,0,4.523561956,79694,0,0
SLC5A3,NAt,1,0.388935602,1,9.10205E-05,138,0,0.000273488,1,-100,100,0,4.523561956,79694,0,0
SLC5A5,NAIt,1,0.3889356,1,9.11699E-05,143,300.0357399,0.000290474,1,-100,100,0,4.523561956,68666,0,0
SLC5A5,NAt,1,0.3889356,1,9.10205E-05,138,0,0.000273488,1,-100,100,0,4.523561956,68666,0,0
SLC5A5,UREAt,1,0.3889356,1,7.32226E-05,3,0,6.06916E-05,1,-100,99.94104156,0,4.523561956,68666,0,0
SLC5A6,BTNt3i,1,0.3889356,1,0.000127713,1016,29369.36749,0.000846156,0,-100,100,0,4.523561956,68642,0,0
SLC5A6,LIPOti,1,0.3889356,1,0.000127671,1014,27286.70966,0.000834959,0,0,0,0,4.523561956,68642,0,0
SLC5A6,PNTOt5,1,0.3889356,1,0.000127671,1014,27286.70966,0.000834959,0,0,0,0,4.523561956,68642,0,0
SLC5A7,CHOLt4,1,0.3889356,1,9.20112E-05,150,1385.059614,0.000325186,1,-99.995,100,-0.005,4.523561956,63204,0,0
SLC5A8,It,1,0.3889356,1,8.12802E-05,5,0,5.3719E-05,1,-100,100,0,4.523561956,66578,0,0
SLC5A9,FRUt4,1,0.3889356,1,9.12983E-05,143,355.2287406,0.000287918,1,-100,100,0,4.523561956,74073,0,0
SLC5A9,GALt4,1,0.3889356,1,9.16426E-05,144,752.7734084,0.000288843,1,-100,100,0,4.523561956,74073,0,0
SLC5A9,GLCt4,1,0.3889356,1,9.18156E-05,163,2181.846936,0.000331128,1,-100,100,0,4.523561956,74073,0,0
SLC5A9,MANt4,1,0.3889356,1,9.14164E-05,144,1495.345088,0.000314096,1,-100,100,0,4.523561956,74073,0,0
SLC6A1,ABUTt4(2)r,1,0.3889356,1,9.22403E-05,144,261.2530809,0.000282959,1,-100,100,0,4.523561956,67074,0,0
SLC6A11,ABUTt4(2)r,1,0.3889356,1,9.22403E-05,144,261.2530809,0.000282959,1,-100,100,0,4.523561956,70606,0,0
SLC6A12,ABUTt4(2)r,1,0.3889356,1,9.22403E-05,144,261.2530809,0.000282959,1,-100,100,0,4.523561956,69368,0,0
SLC6A12,GLYBt4(2)r,1,0.3889356,1,9.11592E-05,141,557.9766269,0.000298103,1,0,0,0,4.523561956,69368,0,0
SLC6A13,ABUTt4(2)r,1,0.3889356,1,9.22403E-05,144,261.2530809,0.000282959,1,-100,100,0,4.523561956,68009,0,0
SLC6A14,ALAt4,1,0.3889356,1,9.21638E-05,151,199.4757206,0.000292837,0,-100,100,0,4.523561956,72153,0,0
SLC6A14,ARGt4,1,0.3889356,1,9.40813E-05,145,678.3240036,0.000301581,0,-100,100,0.05,4.523561956,72153,0,0
SLC6A14,ASNt4,1,0.3889356,1,9.13198E-05,140,48.75848447,0.00027827,0,-100,100,0,4.523561956,72153,0,0
SLC6A14,CYSt4,1,0.3889356,1,9.18699E-05,151,199.7256383,0.000295989,0,-100,100,0,4.523561956,72153,0,0
SLC6A14,GLNt4,1,0.3889356,1,9.22731E-05,156,235.4305247,0.000301572,0,-100,100,0,4.523561956,72153,0,0
SLC6A14,GLYt4,1,0.3889356,1,9.29347E-05,160,866.6090989,0.000314716,0,-100,100,0,4.523561956,72153,0,0
SLC6A14,HISt4,1,0.3889356,1,9.12448E-05,142,232.2427733,0.000285157,0,-99.95,100,0,4.523561956,72153,0,0
SLC6A14,ILEt4,1,0.3889356,1,9.10632E-05,141,2651.269509,0.000320674,0,-99.95,100,0.05,4.523561956,72153,0,0
SLC6A14,LEUt4,1,0.3889356,1,9.10738E-05,142,2726.681031,0.00032619,0,-100,100,0.05,4.523561956,72153,0,0
SLC6A14,LYSt4,1,0.3889356,1,9.3809E-05,146,775.5172259,0.000313243,0,-100,100,0.05,4.523561956,72153,0,0
SLC6A14,METt4,1,0.3889356,1,9.15024E-05,145,674.3666454,0.000309951,0,-100,100,0.05,4.523561956,72153,0,0
